0.000000 0.037398 70681.000000
0.037398 0.074796 27415.000000
0.074796 0.112193 165881.000000
0.112193 0.149591 75396.000000
0.149591 0.186989 60589.000000
0.186989 0.224387 151590.000000
0.224387 0.261784 380179.000000
0.261784 0.299182 275449.000000
0.299182 0.336580 88.000000
0.336580 0.373978 0.000000
0.373978 0.411375 0.000000
0.411375 0.448773 0.000000
0.448773 0.486171 0.000000
0.486171 0.523569 0.000000
0.523569 0.560967 0.000000
0.560967 0.598364 0.000000
0.598364 0.635762 5455.000000
0.635762 0.673160 44761.000000
0.673160 0.710558 84425.000000
0.710558 0.747955 6767.000000

0.000000 0.039190 43892.000000
0.039190 0.078380 32800.000000
0.078380 0.117570 202254.000000
0.117570 0.156760 87023.000000
0.156760 0.195950 11224.000000
0.195950 0.235140 192810.000000
0.235140 0.274331 311606.000000
0.274331 0.313521 137202.000000
0.313521 0.352711 73645.000000
0.352711 0.391901 33092.000000
0.391901 0.431091 224.000000
0.431091 0.470281 0.000000
0.470281 0.509471 0.000000
0.509471 0.548661 0.000000
0.548661 0.587851 0.000000
0.587851 0.627041 0.000000
0.627041 0.666231 292.000000
0.666231 0.705421 49579.000000
0.705421 0.744611 116273.000000
0.744611 0.783802 33887.000000

0.000000 0.042588 46583.000000
0.042588 0.085175 39558.000000
0.085175 0.127763 40839.000000
0.127763 0.170350 10360.000000
0.170350 0.212938 1730.000000
0.212938 0.255526 47097.000000
0.255526 0.298113 38520.000000
0.298113 0.340701 713.000000
0.340701 0.383288 0.000000
0.383288 0.425876 0.000000
0.425876 0.468464 0.000000
0.468464 0.511051 0.000000
0.511051 0.553639 0.000000
0.553639 0.596227 0.000000
0.596227 0.638814 0.000000
0.638814 0.681402 0.000000
0.681402 0.723989 37882.000000
0.723989 0.766577 383948.000000
0.766577 0.809165 451335.000000
0.809165 0.851752 130670.000000

0.000000 0.033667 64099.000000
0.033667 0.067334 11967.000000
0.067334 0.101002 50789.000000
0.101002 0.134669 144650.000000
0.134669 0.168336 54535.000000
0.168336 0.202003 23783.000000
0.202003 0.235671 315417.000000
0.235671 0.269338 469477.000000
0.269338 0.303005 73010.000000
0.303005 0.336672 3128.000000
0.336672 0.370340 0.000000
0.370340 0.404007 0.000000
0.404007 0.437674 0.000000
0.437674 0.471341 0.000000
0.471341 0.505008 0.000000
0.505008 0.538676 0.000000
0.538676 0.572343 0.000000
0.572343 0.606010 5084.000000
0.606010 0.639677 60478.000000
0.639677 0.673345 7331.000000

0.000000 0.043773 65644.000000
0.043773 0.087547 86377.000000
0.087547 0.131320 242743.000000
0.131320 0.175094 140921.000000
0.175094 0.218867 2460.000000
0.218867 0.262641 369896.000000
0.262641 0.306414 244787.000000
0.306414 0.350187 0.000000
0.350187 0.393961 0.000000
0.393961 0.437734 0.000000
0.437734 0.481508 0.000000
0.481508 0.525281 0.000000
0.525281 0.569055 0.000000
0.569055 0.612828 0.000000
0.612828 0.656602 0.000000
0.656602 0.700375 0.000000
0.700375 0.744148 21.000000
0.744148 0.787922 37155.000000
0.787922 0.831695 84093.000000
0.831695 0.875469 15386.000000

0.000000 0.037751 71879.000000
0.037751 0.075502 58840.000000
0.075502 0.113253 11860.000000
0.113253 0.151005 15676.000000
0.151005 0.188756 9312.000000
0.188756 0.226507 84186.000000
0.226507 0.264258 98048.000000
0.264258 0.302009 726.000000
0.302009 0.339760 0.000000
0.339760 0.377511 0.000000
0.377511 0.415262 0.000000
0.415262 0.453014 0.000000
0.453014 0.490765 0.000000
0.490765 0.528516 0.000000
0.528516 0.566267 0.000000
0.566267 0.604018 0.000000
