0.007313 0.009532 3.000000
0.009532 0.011751 2.000000
0.011751 0.013970 0.000000
0.013970 0.016189 3.000000
0.016189 0.018408 1.000000
0.018408 0.020627 2.000000
0.020627 0.022846 2.000000
0.022846 0.025065 0.000000
0.025065 0.027284 1.000000
0.027284 0.029503 1.000000
0.029503 0.031722 1.000000
0.031722 0.033941 1.000000
0.033941 0.036160 1.000000
0.036160 0.038379 0.000000
0.038379 0.040598 0.000000
0.040598 0.042817 0.000000
0.042817 0.045036 0.000000
0.045036 0.047255 0.000000
0.047255 0.049474 1.000000
0.049474 0.051693 0.000000
