0.000000 0.004629 0.000000
0.004629 0.009258 0.000000
0.009258 0.013887 0.000000
0.013887 0.018517 0.000000
0.018517 0.023146 0.000000
0.023146 0.027775 0.000000
0.027775 0.032404 0.000000
0.032404 0.037033 0.000000
0.037033 0.041662 0.000000
0.041662 0.046292 0.000000
0.046292 0.050921 0.000000
0.050921 0.055550 0.000000
0.055550 0.060179 0.000000
0.060179 0.064808 0.000000
0.064808 0.069437 0.000000
0.069437 0.074067 0.000000
0.074067 0.078696 0.000000
0.078696 0.083325 0.000000
0.083325 0.087954 0.000000
0.087954 0.092583 0.000000
