0.000000 0.003592 0.000000
0.003592 0.007184 0.000000
0.007184 0.010776 0.000000
0.010776 0.014367 0.000000
0.014367 0.017959 0.000000
0.017959 0.021551 0.000000
0.021551 0.025143 0.000000
0.025143 0.028735 0.000000
0.028735 0.032327 0.000000
0.032327 0.035919 0.000000
0.035919 0.039510 0.000000
0.039510 0.043102 0.000000
0.043102 0.046694 0.000000
0.046694 0.050286 0.000000
0.050286 0.053878 0.000000
0.053878 0.057470 0.000000
0.057470 0.061062 0.000000
0.061062 0.064653 0.000000
0.064653 0.068245 0.000000
0.068245 0.071837 0.000000
