0.000000 0.002307 0.000000
0.002307 0.004615 0.000000
0.004615 0.006922 0.000000
0.006922 0.009230 0.000000
0.009230 0.011537 0.000000
0.011537 0.013844 0.000000
0.013844 0.016152 0.000000
0.016152 0.018459 0.000000
0.018459 0.020767 0.000000
0.020767 0.023074 0.000000
0.023074 0.025381 0.000000
0.025381 0.027689 0.000000
0.027689 0.029996 0.000000
0.029996 0.032304 0.000000
0.032304 0.034611 0.000000
0.034611 0.036918 0.000000
0.036918 0.039226 0.000000
0.039226 0.041533 0.000000
0.041533 0.043841 0.000000
0.043841 0.046148 0.000000
