0.000000 0.002163 0.000000
0.002163 0.004325 0.000000
0.004325 0.006488 0.000000
0.006488 0.008651 0.000000
0.008651 0.010813 0.000000
0.010813 0.012976 0.000000
0.012976 0.015139 0.000000
0.015139 0.017302 0.000000
0.017302 0.019464 0.000000
0.019464 0.021627 0.000000
0.021627 0.023790 0.000000
0.023790 0.025952 0.000000
0.025952 0.028115 0.000000
0.028115 0.030278 0.000000
0.030278 0.032440 0.000000
0.032440 0.034603 0.000000
0.034603 0.036766 0.000000
0.036766 0.038929 0.000000
0.038929 0.041091 0.000000
0.041091 0.043254 0.000000
