0.000000 0.022648 404993.000000
0.022648 0.045296 319749.000000
0.045296 0.067945 411060.000000
0.067945 0.090593 113045.000000
0.090593 0.113241 6510.000000
0.113241 0.135889 55265.000000
0.135889 0.158538 4444.000000
0.158538 0.181186 154572.000000
0.181186 0.203834 850851.000000
0.203834 0.226482 107815.000000

