0.000000 0.003871 0.000000
0.003871 0.007741 0.000000
0.007741 0.011612 0.000000
0.011612 0.015482 0.000000
0.015482 0.019353 0.000000
0.019353 0.023224 0.000000
0.023224 0.027094 0.000000
0.027094 0.030965 0.000000
0.030965 0.034836 0.000000
0.034836 0.038706 0.000000
0.038706 0.042577 0.000000
0.042577 0.046447 0.000000
0.046447 0.050318 0.000000
0.050318 0.054189 0.000000
0.054189 0.058059 0.000000
0.058059 0.061930 0.000000
0.061930 0.065801 0.000000
0.065801 0.069671 0.000000
0.069671 0.073542 0.000000
0.073542 0.077412 0.000000
