0.000000 0.001975 0.000000
0.001975 0.003950 0.000000
0.003950 0.005925 0.000000
0.005925 0.007899 0.000000
0.007899 0.009874 0.000000
0.009874 0.011849 0.000000
0.011849 0.013824 0.000000
0.013824 0.015799 0.000000
0.015799 0.017774 0.000000
0.017774 0.019749 0.000000
0.019749 0.021724 0.000000
0.021724 0.023698 0.000000
0.023698 0.025673 0.000000
0.025673 0.027648 0.000000
0.027648 0.029623 0.000000
0.029623 0.031598 0.000000
0.031598 0.033573 0.000000
0.033573 0.035548 0.000000
0.035548 0.037522 0.000000
0.037522 0.039497 0.000000
