0	100	1000	100	1000	0.000	0.000
1	220	1000	253	1000	0.000	0.000
2	557	1000	600	1000	0.000	0.000
3	811	1000	799	1000	0.000	0.000
4	601	1000	574	1000	0.000	0.000
5	557	1000	525	1000	0.000	0.000
6	522	1000	564	1000	0.000	0.000
7	553	1000	523	1000	0.000	0.000
8	543	1000	549	1000	0.000	0.000
9	549	1000	536	1000	0.000	0.000
10	567	1000	570	1000	0.000	0.000
11	537	1000	496	1000	0.000	0.000
12	538	1000	569	1000	0.000	0.000
13	554	1000	538	1000	0.000	0.000
14	547	1000	533	1000	0.000	0.000
15	536	1000	546	1000	0.000	0.000
16	540	1000	546	1000	0.000	0.000
17	543	1000	542	1000	0.000	0.000
18	529	1000	547	1000	0.000	0.000
19	527	1000	540	1000	0.000	0.000
20	539	1000	544	1000	0.000	0.000
21	540	1000	572	1000	0.000	0.000
22	562	1000	568	1000	0.000	0.000
23	523	1000	528	1000	0.000	0.000
24	531	1000	567	1000	0.000	0.000
25	555	1000	529	1000	0.000	0.000
26	541	1000	535	1000	0.000	0.000
27	532	1000	512	1000	0.000	0.000
28	557	1000	569	1000	0.000	0.000
29	539	1000	568	1000	0.000	0.000
30	545	1000	564	1000	0.000	0.000
31	535	1000	543	1000	0.000	0.000
32	550	1000	492	1000	0.000	0.000
33	581	1000	553	1000	0.000	0.000
34	515	1000	548	1000	0.000	0.000
35	572	1000	541	1000	0.000	0.000
36	551	1000	571	1000	0.000	0.000
37	524	1000	541	1000	0.000	0.000
38	561	1000	564	1000	0.000	0.000
39	525	1000	538	1000	0.000	0.000
40	547	1000	519	1000	0.000	0.000
41	538	1000	550	1000	0.000	0.000
42	547	1000	551	1000	0.000	0.000
43	554	1000	539	1000	0.000	0.000
44	547	1000	562	1000	0.000	0.000
45	528	1000	530	1000	0.000	0.000
46	545	1000	543	1000	0.000	0.000
47	549	1000	537	1000	0.000	0.000
48	536	1000	578	1000	0.000	0.000
49	551	1000	526	1000	0.000	0.000
50	542	1000	516	1000	0.000	0.000
51	521	1000	560	1000	0.000	0.000
52	573	1000	513	1000	0.000	0.000
53	553	1000	533	1000	0.000	0.000
54	532	1000	569	1000	0.000	0.000
55	553	1000	540	1000	0.000	0.000
56	532	1000	522	1000	0.000	0.000
57	562	1000	547	1000	0.000	0.000
58	554	1000	535	1000	0.000	0.000
59	490	1000	528	1000	0.000	0.000
60	575	1000	546	1000	0.000	0.000
61	539	1000	539	1000	0.000	0.000
62	548	1000	522	1000	0.000	0.000
63	533	1000	559	1000	0.000	0.000
64	559	1000	555	1000	0.000	0.000
65	565	1000	515	1000	0.000	0.000
66	534	1000	543	1000	0.000	0.000
67	571	1000	546	1000	0.000	0.000
68	522	1000	534	1000	0.000	0.000
69	551	1000	551	1000	0.000	0.000
70	540	1000	548	1000	0.000	0.000
71	564	1000	571	1000	0.000	0.000
72	540	1000	554	1000	0.000	0.000
73	549	1000	538	1000	0.000	0.000
74	547	1000	554	1000	0.000	0.000
75	558	1000	543	1000	0.000	0.000
76	545	1000	550	1000	0.000	0.000
77	541	1000	545	1000	0.000	0.000
78	557	1000	564	1000	0.000	0.000
79	561	1000	531	1000	0.000	0.000
80	504	1000	532	1000	0.000	0.000
81	581	1000	540	1000	0.000	0.000
82	566	1000	536	1000	0.000	0.000
83	538	1000	561	1000	0.000	0.000
84	544	1000	547	1000	0.000	0.000
85	527	1000	568	1000	0.000	0.000
86	555	1000	535	1000	0.000	0.000
87	501	1000	543	1000	0.000	0.000
88	569	1000	558	1000	0.000	0.000
89	543	1000	505	1000	0.000	0.000
90	549	1000	561	1000	0.000	0.000
91	548	1000	545	1000	0.000	0.000
92	546	1000	551	1000	0.000	0.000
93	524	1000	493	1000	0.000	0.000
94	542	1000	563	1000	0.000	0.000
95	545	1000	561	1000	0.000	0.000
96	582	1000	526	1000	0.000	0.000
97	507	1000	550	1000	0.000	0.000
98	551	1000	551	1000	0.000	0.000
99	515	1000	526	1000	0.000	0.000
100	572	1000	549	1000	0.000	0.000
101	536	1000	529	1000	0.000	0.000
102	516	1000	572	1000	0.000	0.000
103	554	1000	552	1000	0.000	0.000
104	533	1000	548	1000	0.000	0.000
105	540	1000	541	1000	0.000	0.000
106	506	1000	525	1000	0.000	0.000
107	569	1000	561	1000	0.000	0.000
108	557	1000	552	1000	0.000	0.000
109	548	1000	532	1000	0.000	0.000
110	506	1000	558	1000	0.000	0.000
111	552	1000	551	1000	0.000	0.000
112	554	1000	585	1000	0.000	0.000
113	582	1000	534	1000	0.000	0.000
114	552	1000	545	1000	0.000	0.000
115	526	1000	568	1000	0.000	0.000
116	550	1000	527	1000	0.000	0.000
117	560	1000	533	1000	0.000	0.000
118	542	1000	565	1000	0.000	0.000
119	547	1000	538	1000	0.000	0.000
120	542	1000	545	1000	0.000	0.000
121	545	1000	524	1000	0.000	0.000
122	536	1000	552	1000	0.000	0.000
123	548	1000	536	1000	0.000	0.000
124	532	1000	559	1000	0.000	0.000
125	534	1000	554	1000	0.000	0.000
126	529	1000	543	1000	0.000	0.000
127	542	1000	546	1000	0.000	0.000
128	569	1000	566	1000	0.000	0.000
129	511	1000	540	1000	0.000	0.000
130	558	1000	554	1000	0.000	0.000
131	537	1000	552	1000	0.000	0.000
132	556	1000	529	1000	0.000	0.000
133	506	1000	537	1000	0.000	0.000
134	549	1000	555	1000	0.000	0.000
135	557	1000	551	1000	0.000	0.000
136	530	1000	531	1000	0.000	0.000
137	564	1000	542	1000	0.000	0.000
138	520	1000	558	1000	0.000	0.000
139	574	1000	544	1000	0.000	0.000
140	542	1000	539	1000	0.000	0.000
141	545	1000	541	1000	0.000	0.000
142	574	1000	536	1000	0.000	0.000
143	530	1000	561	1000	0.000	0.000
144	564	1000	536	1000	0.000	0.000
145	503	1000	542	1000	0.000	0.000
146	525	1000	529	1000	0.000	0.000
147	581	1000	552	1000	0.000	0.000
148	529	1000	540	1000	0.000	0.000
149	567	1000	555	1000	0.000	0.000
150	527	1000	557	1000	0.000	0.000
151	549	1000	549	1000	0.000	0.000
152	524	1000	561	1000	0.000	0.000
153	560	1000	537	1000	0.000	0.000
154	514	1000	547	1000	0.000	0.000
155	547	1000	556	1000	0.000	0.000
156	556	1000	535	1000	0.000	0.000
157	559	1000	552	1000	0.000	0.000
158	559	1000	523	1000	0.000	0.000
159	527	1000	537	1000	0.000	0.000
160	563	1000	533	1000	0.000	0.000
161	558	1000	537	1000	0.000	0.000
162	538	1000	550	1000	0.000	0.000
163	559	1000	551	1000	0.000	0.000
164	546	1000	528	1000	0.000	0.000
165	559	1000	554	1000	0.000	0.000
166	524	1000	526	1000	0.000	0.000
167	565	1000	547	1000	0.000	0.000
168	553	1000	534	1000	0.000	0.000
169	548	1000	558	1000	0.000	0.000
170	537	1000	542	1000	0.000	0.000
171	549	1000	545	1000	0.000	0.000
172	550	1000	541	1000	0.000	0.000
173	535	1000	536	1000	0.000	0.000
174	549	1000	576	1000	0.000	0.000
175	505	1000	567	1000	0.000	0.000
176	556	1000	553	1000	0.000	0.000
177	558	1000	547	1000	0.000	0.000
178	547	1000	546	1000	0.000	0.000
179	535	1000	536	1000	0.000	0.000
180	549	1000	562	1000	0.000	0.000
181	524	1000	542	1000	0.000	0.000
182	549	1000	520	1000	0.000	0.000
183	549	1000	542	1000	0.000	0.000
184	564	1000	551	1000	0.000	0.000
185	541	1000	527	1000	0.000	0.000
186	521	1000	564	1000	0.000	0.000
187	558	1000	542	1000	0.000	0.000
188	531	1000	536	1000	0.000	0.000
189	536	1000	564	1000	0.000	0.000
190	563	1000	527	1000	0.000	0.000
191	542	1000	568	1000	0.000	0.000
192	536	1000	515	1000	0.000	0.000
193	544	1000	562	1000	0.000	0.000
194	545	1000	565	1000	0.000	0.000
195	523	1000	541	1000	0.000	0.000
196	532	1000	525	1000	0.000	0.000
197	549	1000	539	1000	0.000	0.000
198	553	1000	575	1000	0.000	0.000
199	545	1000	547	1000	0.000	0.000
200	530	1000	516	1000	0.000	0.000
201	550	1000	531	1000	0.000	0.000
202	539	1000	577	1000	0.000	0.000
203	563	1000	522	1000	0.000	0.000
204	540	1000	550	1000	0.000	0.000
205	530	1000	564	1000	0.000	0.000
206	535	1000	542	1000	0.000	0.000
207	543	1000	566	1000	0.000	0.000
208	562	1000	552	1000	0.000	0.000
209	539	1000	529	1000	0.000	0.000
210	536	1000	538	1000	0.000	0.000
211	553	1000	546	1000	0.000	0.000
212	549	1000	551	1000	0.000	0.000
213	554	1000	552	1000	0.000	0.000
214	574	1000	574	1000	0.000	0.000
215	533	1000	522	1000	0.000	0.000
216	519	1000	516	1000	0.000	0.000
217	555	1000	547	1000	0.000	0.000
218	520	1000	535	1000	0.000	0.000
219	538	1000	541	1000	0.000	0.000
220	571	1000	546	1000	0.000	0.000
221	522	1000	526	1000	0.000	0.000
222	545	1000	535	1000	0.000	0.000
223	534	1000	530	1000	0.000	0.000
224	538	1000	571	1000	0.000	0.000
225	574	1000	520	1000	0.000	0.000
226	523	1000	562	1000	0.000	0.000
227	548	1000	560	1000	0.000	0.000
228	547	1000	525	1000	0.000	0.000
229	511	1000	569	1000	0.000	0.000
230	568	1000	530	1000	0.000	0.000
231	551	1000	549	1000	0.000	0.000
232	535	1000	545	1000	0.000	0.000
233	563	1000	561	1000	0.000	0.000
234	530	1000	519	1000	0.000	0.000
235	546	1000	550	1000	0.000	0.000
236	514	1000	542	1000	0.000	0.000
237	540	1000	533	1000	0.000	0.000
238	540	1000	552	1000	0.000	0.000
239	542	1000	538	1000	0.000	0.000
240	574	1000	524	1000	0.000	0.000
241	527	1000	567	1000	0.000	0.000
242	534	1000	564	1000	0.000	0.000
243	576	1000	546	1000	0.000	0.000
244	528	1000	533	1000	0.000	0.000
245	540	1000	550	1000	0.000	0.000
246	555	1000	548	1000	0.000	0.000
247	535	1000	552	1000	0.000	0.000
248	521	1000	560	1000	0.000	0.000
249	539	1000	506	1000	0.000	0.000
250	575	1000	540	1000	0.000	0.000
251	530	1000	567	1000	0.000	0.000
252	563	1000	531	1000	0.000	0.000
253	566	1000	547	1000	0.000	0.000
254	551	1000	552	1000	0.000	0.000
255	543	1000	554	1000	0.000	0.000
256	552	1000	547	1000	0.000	0.000
257	549	1000	531	1000	0.000	0.000
258	523	1000	557	1000	0.000	0.000
259	556	1000	535	1000	0.000	0.000
260	533	1000	524	1000	0.000	0.000
261	537	1000	560	1000	0.000	0.000
262	530	1000	560	1000	0.000	0.000
263	528	1000	527	1000	0.000	0.000
264	547	1000	529	1000	0.000	0.000
265	537	1000	566	1000	0.000	0.000
266	562	1000	546	1000	0.000	0.000
267	583	1000	549	1000	0.000	0.000
268	527	1000	536	1000	0.000	0.000
269	541	1000	549	1000	0.000	0.000
270	535	1000	519	1000	0.000	0.000
271	567	1000	557	1000	0.000	0.000
272	533	1000	547	1000	0.000	0.000
273	559	1000	510	1000	0.000	0.000
274	537	1000	551	1000	0.000	0.000
275	545	1000	553	1000	0.000	0.000
276	530	1000	529	1000	0.000	0.000
277	532	1000	554	1000	0.000	0.000
278	539	1000	545	1000	0.000	0.000
279	557	1000	532	1000	0.000	0.000
280	534	1000	555	1000	0.000	0.000
281	545	1000	524	1000	0.000	0.000
282	554	1000	541	1000	0.000	0.000
283	566	1000	547	1000	0.000	0.000
284	508	1000	529	1000	0.000	0.000
285	563	1000	550	1000	0.000	0.000
286	537	1000	516	1000	0.000	0.000
287	542	1000	565	1000	0.000	0.000
288	518	1000	521	1000	0.000	0.000
289	546	1000	553	1000	0.000	0.000
290	555	1000	546	1000	0.000	0.000
291	530	1000	549	1000	0.000	0.000
292	527	1000	544	1000	0.000	0.000
293	557	1000	531	1000	0.000	0.000
294	557	1000	517	1000	0.000	0.000
295	516	1000	548	1000	0.000	0.000
296	533	1000	555	1000	0.000	0.000
297	553	1000	534	1000	0.000	0.000
298	553	1000	543	1000	0.000	0.000
299	528	1000	558	1000	0.000	0.000
300	542	1000	534	1000	0.000	0.000
301	558	1000	543	1000	0.000	0.000
302	518	1000	549	1000	0.000	0.000
303	570	1000	554	1000	0.000	0.000
304	574	1000	555	1000	0.000	0.000
305	522	1000	538	1000	0.000	0.000
306	543	1000	550	1000	0.000	0.000
307	554	1000	522	1000	0.000	0.000
308	549	1000	523	1000	0.000	0.000
309	545	1000	551	1000	0.000	0.000
310	542	1000	530	1000	0.000	0.000
311	553	1000	532	1000	0.000	0.000
312	556	1000	548	1000	0.000	0.000
313	553	1000	557	1000	0.000	0.000
314	554	1000	525	1000	0.000	0.000
315	543	1000	574	1000	0.000	0.000
316	545	1000	545	1000	0.000	0.000
317	537	1000	544	1000	0.000	0.000
318	513	1000	561	1000	0.000	0.000
319	530	1000	546	1000	0.000	0.000
320	506	1000	554	1000	0.000	0.000
321	532	1000	540	1000	0.000	0.000
322	555	1000	543	1000	0.000	0.000
323	527	1000	530	1000	0.000	0.000
324	560	1000	549	1000	0.000	0.000
325	536	1000	536	1000	0.000	0.000
326	545	1000	548	1000	0.000	0.000
327	545	1000	559	1000	0.000	0.000
328	561	1000	562	1000	0.000	0.000
329	534	1000	528	1000	0.000	0.000
330	528	1000	574	1000	0.000	0.000
331	560	1000	494	1000	0.000	0.000
332	563	1000	564	1000	0.000	0.000
333	533	1000	539	1000	0.000	0.000
334	561	1000	538	1000	0.000	0.000
335	517	1000	560	1000	0.000	0.000
336	540	1000	574	1000	0.000	0.000
337	572	1000	543	1000	0.000	0.000
338	539	1000	522	1000	0.000	0.000
339	515	1000	567	1000	0.000	0.000
340	587	1000	554	1000	0.000	0.000
341	556	1000	542	1000	0.000	0.000
342	531	1000	576	1000	0.000	0.000
343	583	1000	571	1000	0.000	0.000
344	563	1000	517	1000	0.000	0.000
345	529	1000	525	1000	0.000	0.000
346	547	1000	531	1000	0.000	0.000
